cust_id-1,CUS_SEX_ID,CUS_STATE,CUS_RU_SINCE_DT,pais
78767,F,N/A,2016-02-11 15:39:04,N/A
228509,M,N/A,2020-12-12 08:00:30,N/A
10431,N,SÃO PAULO,2008-04-15 16:34:02,BRASIL
162100,M,RIO DE JANEIRO,2019-03-29 13:28:24,BRASIL
68816,N,N/A,2015-07-31 12:17:30,N/A
257790,M,N/A,2021-10-29 08:39:20,N/A
42398,N,MINAS GERAIS,2013-07-31 20:28:03,BRASIL
258492,F,N/A,2021-11-06 18:22:30,N/A
213318,N,N/A,2020-07-23 09:47:09,N/A
2425,N,CEARÁ,2004-12-07 18:12:42,BRASIL
167665,N,N/A,2019-06-07 09:10:11,N/A
57687,F,SANTA CATARINA,2014-11-21 14:14:21,BRASIL
49717,N,MINAS GERAIS,2014-04-15 13:22:32,BRASIL
39358,N,SÃO PAULO,2013-04-09 21:11:03,BRASIL
213487,N,N/A,2020-07-24 08:34:19,N/A
243061,N,N/A,2021-05-11 14:25:08,N/A
167512,M,N/A,2019-06-05 13:43:57,N/A
124332,M,N/A,2017-12-09 21:44:13,N/A
116430,N,SÃO PAULO,2017-09-04 21:04:10,BRASIL
69732,N,ACRE,2015-08-18 19:46:07,BRASIL
211028,N,ESPÍRITO SANTO,2020-07-11 07:41:41,BRASIL
220845,N,N/A,2020-09-25 21:11:33,N/A
240183,N,N/A,2021-04-13 08:19:01,N/A
240485,N,N/A,2021-04-15 18:03:13,N/A
49603,N,RIO GRANDE DO SUL,2014-04-11 17:51:47,BRASIL
153842,N,PARÁ,2018-12-12 15:09:23,BRASIL
257797,N,N/A,2021-10-29 09:32:58,N/A
213986,N,N/A,2020-07-27 15:22:59,N/A
190625,M,N/A,2020-02-05 07:43:59,N/A
13830,N,DISTRITO FEDERAL,2009-05-01 18:22:56,BRASIL
262198,N,N/A,2021-12-15 08:26:31,N/A
213529,N,SÃO PAULO,2020-07-24 12:20:05,BRASIL
77913,N,PERNAMBUCO,2016-01-27 06:30:38,BRASIL
92639,N,N/A,2016-09-19 15:16:30,N/A
190981,M,CEARÁ,2020-02-08 18:15:28,BRASIL
47224,N,MINAS GERAIS,2014-01-20 09:01:35,BRASIL
234824,F,N/A,2021-02-19 12:00:13,N/A
87712,N,N/A,2016-07-04 21:16:08,N/A
84806,N,AMAPÁ,2016-05-18 20:34:35,BRASIL
2091,N,AMAPÁ,2004-09-21 16:12:41,BRASIL
213835,N,MINAS GERAIS,2020-07-26 14:44:27,BRASIL
78598,N,SÃO PAULO,2016-02-08 16:57:51,BRASIL
183146,M,MINAS GERAIS,2019-11-20 21:09:57,BRASIL
156795,M,MINAS GERAIS,2019-01-21 15:12:15,BRASIL
162704,N,N/A,2019-04-05 20:47:15,N/A
77536,N,AMAZONAS,2016-01-20 12:59:39,BRASIL
21234,N,SÃO PAULO,2010-12-03 10:53:38,BRASIL
198352,N,RORAIMA,2020-04-30 09:24:40,BRASIL
116533,N,MINAS GERAIS,2017-09-06 10:40:22,BRASIL
221225,N,MATO GROSSO DO SUL,2020-09-29 12:13:49,BRASIL
185384,M,N/A,2019-12-07 19:14:22,N/A
250487,F,N/A,2021-08-01 01:49:45,N/A
211723,N,N/A,2020-07-14 09:08:20,N/A
78064,N,RIO DE JANEIRO,2016-01-29 19:50:02,BRASIL
98823,N,RIO DE JANEIRO,2016-12-27 23:54:22,BRASIL
221014,N,N/A,2020-09-28 00:06:50,N/A
121555,N,N/A,2017-11-09 13:41:56,N/A
68994,N,MATO GROSSO DO SUL,2015-08-04 09:12:53,BRASIL
5174,N,GOIÁS,2006-05-15 11:00:53,BRASIL
105797,N,N/A,2017-04-18 20:42:13,N/A
242727,N,SÃO PAULO,2021-05-07 16:32:57,BRASIL
263017,N,N/A,2021-12-23 08:55:00,N/A
78589,N,N/A,2016-02-08 15:03:49,N/A
39191,N,SANTA CATARINA,2013-04-03 13:47:00,BRASIL
258325,N,N/A,2021-11-04 16:16:32,N/A
84975,N,PERNAMBUCO,2016-05-21 00:27:08,BRASIL
98801,N,N/A,2016-12-27 17:04:38,N/A
186231,N,N/A,2019-12-16 18:18:33,N/A
57349,N,PERNAMBUCO,2014-11-12 19:07:34,BRASIL
121054,N,MINAS GERAIS,2017-11-03 16:52:58,BRASIL
98344,N,PARAÍBA,2016-12-18 23:14:44,BRASIL
28249,M,SANTA CATARINA,2011-12-21 20:11:11,BRASIL
57820,N,ESPÍRITO SANTO,2014-11-24 16:54:43,BRASIL
13860,N,SANTA CATARINA,2009-05-04 21:55:44,BRASIL
139933,F,PARAÍBA,2018-06-23 14:10:58,BRASIL
168551,N,SÃO PAULO,2019-06-17 19:07:23,BRASIL
87078,M,N/A,2016-06-24 22:56:14,N/A
149184,N,N/A,2018-10-18 09:31:04,N/A
240455,N,SÃO PAULO,2021-04-15 13:56:38,BRASIL
198061,N,N/A,2020-04-28 00:05:02,N/A
33914,N,PARANÁ,2012-09-03 16:52:12,BRASIL
157615,N,PARANÁ,2019-01-31 16:52:24,BRASIL
197887,N,PARAÍBA,2020-04-26 14:04:50,BRASIL
84639,N,N/A,2016-05-16 20:41:33,N/A
175384,M,N/A,2019-08-28 13:08:11,N/A
194497,N,N/A,2020-03-19 19:05:23,N/A
167031,M,N/A,2019-05-30 14:33:42,N/A
193996,N,N/A,2020-03-14 02:04:42,N/A
87517,N,SÃO PAULO,2016-07-02 06:37:15,BRASIL
148790,F,N/A,2018-10-13 19:21:29,N/A
50156,N,SÃO PAULO,2014-04-30 16:45:30,BRASIL
84836,N,BAHIA,2016-05-19 10:01:55,BRASIL
95410,N,PARANÁ,2016-11-04 14:44:45,BRASIL
49989,N,N/A,2014-04-24 14:25:15,N/A
3071,N,RIO GRANDE DO SUL,2005-05-08 21:11:05,BRASIL
231799,N,N/A,2021-01-18 22:06:39,N/A
220710,N,N/A,2020-09-24 20:39:51,N/A
235164,N,N/A,2021-02-22 22:44:30,N/A
49178,N,PARANÁ,2014-03-29 21:28:09,BRASIL
84027,N,N/A,2016-05-07 10:59:06,N/A
154228,M,N/A,2018-12-17 17:43:41,N/A
213952,N,N/A,2020-07-27 11:38:23,N/A
157437,N,SÃO PAULO,2019-01-29 17:04:36,BRASIL
106129,N,N/A,2017-04-24 13:27:39,N/A
20278,N,SÃO PAULO,2010-09-27 18:41:10,BRASIL
34597,N,MINAS GERAIS,2012-09-30 18:57:52,BRASIL
202827,N,SÃO PAULO,2020-05-31 16:24:28,BRASIL
70219,N,N/A,2015-08-28 17:06:11,N/A
211167,N,N/A,2020-07-11 18:13:00,N/A
11115,N,SANTA CATARINA,2008-07-04 18:35:30,BRASIL
190595,M,N/A,2020-02-04 18:54:20,N/A
221149,N,N/A,2020-09-28 20:01:54,N/A
76902,N,GOIÁS,2016-01-10 12:57:19,BRASIL
222205,N,SÃO PAULO,2020-10-08 18:04:31,BRASIL
70576,N,PARANÁ,2015-09-05 05:29:44,BRASIL
240316,N,N/A,2021-04-14 11:40:17,N/A
162528,F,N/A,2019-04-03 19:39:38,N/A
49687,N,N/A,2014-04-14 17:07:35,N/A
161860,M,N/A,2019-03-26 13:21:02,N/A
5615,N,SÃO PAULO,2006-07-23 15:55:17,BRASIL
257756,M,RONDÔNIA,2021-10-28 19:04:06,BRASIL
182462,M,N/A,2019-11-13 20:29:25,N/A
191452,M,SÃO PAULO,2020-02-13 16:27:05,BRASIL
257934,N,N/A,2021-10-30 22:31:43,N/A
175893,N,SÃO PAULO,2019-09-02 21:44:30,BRASIL
211840,N,N/A,2020-07-14 18:06:15,N/A
262164,N,RIO GRANDE DO NORTE,2021-12-14 20:13:08,BRASIL
220203,F,N/A,2020-09-20 11:25:05,N/A
29631,N,SÃO PAULO,2012-03-02 15:54:09,BRASIL
258149,N,RIO DE JANEIRO,2021-11-02 16:40:01,BRASIL
182963,N,N/A,2019-11-19 11:06:50,N/A
186197,M,N/A,2019-12-16 12:28:50,N/A
88016,N,RIO DE JANEIRO,2016-07-09 16:09:01,BRASIL
167720,M,PERNAMBUCO,2019-06-07 19:16:01,BRASIL
138941,N,PARÁ,2018-06-10 14:13:02,BRASIL
262987,M,N/A,2021-12-22 21:22:11,N/A
106346,N,SÃO PAULO,2017-04-27 15:42:53,BRASIL
186364,N,N/A,2019-12-18 06:20:20,N/A
198386,N,PIAUÍ,2020-04-30 14:04:42,BRASIL
65079,N,SÃO PAULO,2015-05-15 23:55:44,BRASIL
70077,N,RIO DE JANEIRO,2015-08-25 17:08:12,BRASIL
20879,N,PARANÁ,2010-11-09 02:30:59,BRASIL
250453,N,N/A,2021-07-31 17:09:12,N/A
58321,N,CEARÁ,2014-12-05 07:32:42,BRASIL
106684,N,BAHIA,2017-05-02 15:00:29,BRASIL
203184,N,PARANÁ,2020-06-02 17:58:33,BRASIL
84941,N,N/A,2016-05-20 15:45:37,N/A
146573,M,PARÁ,2018-09-15 06:47:31,BRASIL
149097,N,PARANÁ,2018-10-17 12:12:53,BRASIL
114348,N,N/A,2017-08-09 21:40:37,N/A
228891,N,N/A,2020-12-16 03:32:31,N/A
176730,F,N/A,2019-09-11 12:00:20,N/A
182597,M,SÃO PAULO,2019-11-15 09:30:47,BRASIL
176556,M,MARANHÃO,2019-09-09 18:38:39,BRASIL
262639,N,N/A,2021-12-19 13:13:33,N/A
84329,N,ESPÍRITO SANTO,2016-05-11 19:27:32,BRASIL
235367,N,N/A,2021-02-25 09:55:11,N/A
69380,N,PARANÁ,2015-08-12 07:04:14,BRASIL
211579,M,N/A,2020-07-13 16:52:48,N/A
213865,N,N/A,2020-07-26 19:10:01,N/A
57383,N,RIO GRANDE DO NORTE,2014-11-13 16:57:39,BRASIL
162738,N,N/A,2019-04-06 12:32:29,N/A
131583,M,N/A,2018-03-06 09:06:47,N/A
29421,N,N/A,2012-02-21 10:09:16,N/A
228845,N,RIO GRANDE DO SUL,2020-12-15 17:44:50,BRASIL
114686,N,N/A,2017-08-14 16:51:41,N/A
96068,N,SÃO PAULO,2016-11-14 20:03:58,BRASIL
65381,N,MATO GROSSO DO SUL,2015-05-22 16:22:12,BRASIL
13691,N,AMAPÁ,2009-04-18 14:03:45,BRASIL
222036,N,N/A,2020-10-07 11:10:51,N/A
19771,N,ESPÍRITO SANTO,2010-08-25 15:54:39,BRASIL
156912,N,GOIÁS,2019-01-23 06:36:26,BRASIL
257653,N,N/A,2021-10-27 20:24:23,N/A
167629,F,RIO GRANDE DO SUL,2019-06-06 16:31:05,BRASIL
58214,N,RIO DE JANEIRO,2014-12-02 20:37:08,BRASIL
77607,N,BAHIA,2016-01-21 16:29:42,BRASIL
168656,N,N/A,2019-06-18 20:17:19,N/A
229207,N,N/A,2020-12-19 10:04:04,N/A
68677,N,MINAS GERAIS,2015-07-28 21:34:01,BRASIL
27722,N,RIO DE JANEIRO,2011-11-27 17:47:30,BRASIL
162565,N,N/A,2019-04-04 09:06:49,N/A
250301,N,N/A,2021-07-29 16:45:52,N/A
211347,N,BAHIA,2020-07-12 16:42:59,BRASIL
257643,N,N/A,2021-10-27 18:26:52,N/A
57908,N,BAHIA,2014-11-26 17:49:48,BRASIL
154218,N,N/A,2018-12-17 15:10:09,N/A
57327,N,SÃO PAULO,2014-11-12 10:26:24,BRASIL
2888,N,BAHIA,2005-03-31 12:51:51,BRASIL
70051,N,SERGIPE,2015-08-25 10:06:19,BRASIL
220728,N,PERNAMBUCO,2020-09-24 23:13:03,BRASIL
77009,N,N/A,2016-01-11 21:47:35,N/A
213121,F,SÃO PAULO,2020-07-22 09:17:00,BRASIL
96243,N,SÃO PAULO,2016-11-17 17:22:47,BRASIL
257730,M,SÃO PAULO,2021-10-28 15:48:20,BRASIL
220316,N,RIO DE JANEIRO,2020-09-21 13:43:27,BRASIL
240473,N,N/A,2021-04-15 16:12:43,N/A
107517,N,ESPÍRITO SANTO,2017-05-14 10:25:37,BRASIL
203505,N,SÃO PAULO,2020-06-04 21:42:46,BRASIL
106658,N,N/A,2017-05-02 07:17:46,N/A
116640,N,N/A,2017-09-07 15:42:46,N/A
42758,N,RIO GRANDE DO SUL,2013-08-13 20:26:30,BRASIL
211137,M,N/A,2020-07-11 15:48:07,N/A
175883,N,N/A,2019-09-02 20:29:00,N/A
131400,F,N/A,2018-03-03 17:35:57,N/A
235051,N,MARANHÃO,2021-02-22 06:46:01,BRASIL
77429,N,CEARÁ,2016-01-19 06:59:24,BRASIL
203004,N,MINAS GERAIS,2020-06-01 18:07:17,BRASIL
107014,N,SÃO PAULO,2017-05-07 09:32:55,BRASIL
182788,N,RIO DE JANEIRO,2019-11-17 15:26:27,BRASIL
250800,N,N/A,2021-08-04 09:15:28,N/A
49663,N,SANTA CATARINA,2014-04-13 19:37:31,BRASIL
149285,N,N/A,2018-10-19 14:59:28,N/A
186032,N,N/A,2019-12-14 09:57:06,N/A
13882,N,N/A,2009-05-06 14:23:42,N/A
249097,M,N/A,2021-07-15 15:29:35,N/A
146792,M,N/A,2018-09-17 18:18:20,N/A
167104,M,CEARÁ,2019-05-31 09:25:12,BRASIL
240290,N,N/A,2021-04-14 06:40:25,N/A
250132,N,MATO GROSSO DO SUL,2021-07-27 21:50:00,BRASIL
28231,N,MINAS GERAIS,2011-12-21 08:28:25,BRASIL
176918,N,N/A,2019-09-13 09:19:43,N/A
198067,N,N/A,2020-04-28 01:13:36,N/A
20179,N,SÃO PAULO,2010-09-20 15:21:34,BRASIL
221205,N,N/A,2020-09-29 10:27:05,N/A
211870,N,N/A,2020-07-14 19:49:24,N/A
257437,N,N/A,2021-10-25 12:36:18,N/A
84005,N,PERNAMBUCO,2016-05-06 20:59:02,BRASIL
92490,N,N/A,2016-09-16 20:11:47,N/A
257126,N,N/A,2021-10-21 12:19:13,N/A
19852,N,MARANHÃO,2010-08-30 18:26:12,BRASIL
190822,M,N/A,2020-02-06 23:09:40,N/A
211660,N,N/A,2020-07-13 21:06:54,N/A
168569,F,N/A,2019-06-17 22:26:45,N/A
167734,M,N/A,2019-06-07 21:35:56,N/A
175535,N,RIO DE JANEIRO,2019-08-29 22:16:56,BRASIL
10282,N,SÃO PAULO,2008-04-01 17:09:53,BRASIL
19749,N,SÃO PAULO,2010-08-24 17:07:27,BRASIL
231570,N,N/A,2021-01-16 11:44:13,N/A
34102,N,SÃO PAULO,2012-09-10 16:23:21,BRASIL
228869,N,GOIÁS,2020-12-15 20:44:08,BRASIL
206634,N,N/A,2020-06-29 16:46:15,N/A
162056,F,N/A,2019-03-28 18:41:53,N/A
124829,N,N/A,2017-12-15 15:14:52,N/A
148691,M,DISTRITO FEDERAL,2018-10-12 08:21:14,BRASIL
114505,N,SÃO PAULO,2017-08-12 00:02:06,BRASIL
193577,N,SERGIPE,2020-03-09 09:01:46,BRASIL
77925,N,SÃO PAULO,2016-01-27 10:59:47,BRASIL
13470,N,MINAS GERAIS,2009-03-26 18:16:52,BRASIL
114354,F,RIO GRANDE DO SUL,2017-08-09 22:50:05,BRASIL
262663,N,N/A,2021-12-19 18:36:34,N/A
194002,N,N/A,2020-03-14 09:30:54,N/A
191426,N,ESPÍRITO SANTO,2020-02-13 12:55:34,BRASIL
176201,M,N/A,2019-09-05 19:38:17,N/A
42749,N,SÃO PAULO,2013-08-13 15:58:40,BRASIL
88014,N,MATO GROSSO DO SUL,2016-07-09 14:50:13,BRASIL
78739,N,N/A,2016-02-11 09:01:27,N/A
240624,N,N/A,2021-04-16 18:55:21,N/A
206119,N,N/A,2020-06-26 14:44:45,N/A
114656,N,N/A,2017-08-14 12:02:09,N/A
203530,N,N/A,2020-06-05 07:17:06,N/A
39211,N,MINAS GERAIS,2013-04-04 12:53:28,BRASIL
121583,N,RONDÔNIA,2017-11-09 17:38:17,BRASIL
10791,N,SÃO PAULO,2008-05-30 18:21:07,BRASIL
176708,N,RIO DE JANEIRO,2019-09-11 09:28:02,BRASIL
249773,N,N/A,2021-07-23 11:03:10,N/A
221678,N,N/A,2020-10-03 17:47:22,N/A
2071,N,BAHIA,2004-09-15 09:55:01,BRASIL
131251,M,GOIÁS,2018-03-01 21:39:36,BRASIL
194189,N,N/A,2020-03-16 14:44:08,N/A
77710,N,SÃO PAULO,2016-01-23 10:20:09,BRASIL
249430,N,N/A,2021-07-19 12:23:38,N/A
20881,N,RIO DE JANEIRO,2010-11-09 09:19:43,BRASIL
175188,F,N/A,2019-08-26 13:08:41,N/A
138581,M,N/A,2018-06-05 16:41:33,N/A
20675,N,SÃO PAULO,2010-10-25 18:59:20,BRASIL
106127,N,N/A,2017-04-24 13:07:54,N/A
153909,F,RIO DE JANEIRO,2018-12-13 11:37:17,BRASIL
206723,N,N/A,2020-06-29 22:22:08,N/A
161882,N,N/A,2019-03-26 17:14:22,N/A
92860,N,N/A,2016-09-22 15:06:16,N/A
34409,N,SÃO PAULO,2012-09-24 00:37:32,BRASIL
129247,N,PARAÍBA,2018-02-06 17:05:44,BRASIL
139740,N,GOIÁS,2018-06-20 18:47:08,BRASIL
99264,N,RIO DE JANEIRO,2017-01-05 20:00:57,BRASIL
64991,N,N/A,2015-05-14 09:08:49,N/A
87185,N,MINAS GERAIS,2016-06-26 17:50:57,BRASIL
235138,N,N/A,2021-02-22 19:21:41,N/A
147404,N,N/A,2018-09-25 15:23:55,N/A
2586,N,SÃO PAULO,2005-01-24 11:05:04,BRASIL
93166,N,SÃO PAULO,2016-09-27 15:37:24,BRASIL
198423,N,N/A,2020-04-30 19:36:45,N/A
203015,N,N/A,2020-06-01 19:18:24,N/A
176034,F,N/A,2019-09-04 00:10:53,N/A
23520,N,N/A,2011-05-05 16:55:41,N/A
133826,N,N/A,2018-04-03 22:53:33,N/A
54977,N,MARANHÃO,2014-09-15 20:58:46,BRASIL
45112,N,DISTRITO FEDERAL,2013-11-04 17:34:29,BRASIL
66923,N,N/A,2015-06-24 01:41:17,N/A
44510,N,SANTA CATARINA,2013-10-13 20:35:50,BRASIL
252574,N,N/A,2021-08-25 12:05:49,N/A
90939,N,GOIÁS,2016-08-24 15:01:03,BRASIL
8969,N,CEARÁ,2007-10-18 18:58:46,BRASIL
237484,N,N/A,2021-03-17 22:00:08,N/A
160386,F,N/A,2019-03-09 09:12:59,N/A
109441,N,SÃO PAULO,2017-06-08 11:14:08,BRASIL
118414,N,SÃO PAULO,2017-10-01 00:51:37,BRASIL
188698,N,N/A,2020-01-15 10:53:09,N/A
247761,N,N/A,2021-06-30 18:57:15,N/A
7803,N,PARANÁ,2007-05-29 16:07:58,BRASIL
90317,N,N/A,2016-08-15 04:17:33,N/A
188318,M,N/A,2020-01-11 08:03:24,N/A
67229,N,SÃO PAULO,2015-07-01 11:21:40,BRASIL
196337,N,N/A,2020-04-11 13:48:32,N/A
45621,N,N/A,2013-11-21 18:51:33,N/A
238199,M,N/A,2021-03-24 17:59:13,N/A
133327,N,SÃO PAULO,2018-03-28 10:50:45,BRASIL
188488,M,N/A,2020-01-13 09:10:07,N/A
104200,N,SÃO PAULO,2017-03-27 22:59:05,BRASIL
90212,N,BAHIA,2016-08-12 14:58:29,BRASIL
91026,N,RIO DE JANEIRO,2016-08-25 17:42:57,BRASIL
36373,N,BAHIA,2012-12-05 11:09:51,BRASIL
59461,N,SÃO PAULO,2015-01-02 23:36:49,BRASIL
59671,N,PARANÁ,2015-01-07 23:57:20,BRASIL
180341,F,N/A,2019-10-22 07:35:41,N/A
72320,N,RIO DE JANEIRO,2015-10-13 16:16:11,BRASIL
127495,N,N/A,2018-01-17 16:08:50,N/A
136315,N,MINAS GERAIS,2018-05-05 15:17:34,BRASIL
133945,N,SÃO PAULO,2018-04-05 13:43:36,BRASIL
72571,N,SÃO PAULO,2015-10-18 17:16:24,BRASIL
127662,M,SÃO PAULO,2018-01-19 11:51:42,BRASIL
226420,N,RIO DE JANEIRO,2020-11-22 16:37:49,BRASIL
44584,N,MINAS GERAIS,2013-10-16 12:10:04,BRASIL
119443,N,N/A,2017-10-13 22:19:34,N/A
189207,N,RIO GRANDE DO NORTE,2020-01-20 18:16:19,BRASIL
223337,N,N/A,2020-10-20 19:40:44,N/A
119656,N,N/A,2017-10-16 21:05:20,N/A
97488,N,N/A,2016-12-05 12:48:26,N/A
255980,M,N/A,2021-10-06 20:36:41,N/A
103678,N,N/A,2017-03-19 18:50:15,N/A
208219,N,N/A,2020-07-03 23:25:22,N/A
59976,N,CEARÁ,2015-01-15 08:38:56,BRASIL
227024,N,N/A,2020-11-27 14:33:51,N/A
90729,N,N/A,2016-08-21 16:07:40,N/A
255457,N,N/A,2021-09-30 15:19:30,N/A
7890,N,SÃO PAULO,2007-06-10 15:59:42,BRASIL
215293,N,N/A,2020-08-05 20:56:03,N/A
260952,N,N/A,2021-11-30 05:59:08,N/A
201252,N,MINAS GERAIS,2020-05-23 14:26:32,BRASIL
170501,N,GOIÁS,2019-07-08 13:54:11,BRASIL
247672,N,N/A,2021-06-29 18:44:49,N/A
63406,N,SANTA CATARINA,2015-04-08 12:51:20,BRASIL
126277,N,PIAUÍ,2018-01-04 18:23:09,BRASIL
178535,M,N/A,2019-10-01 14:58:22,N/A
188641,N,PARANÁ,2020-01-14 19:11:07,BRASIL
925,M,SÃO PAULO,2003-01-02 00:00:00,BRASIL
54476,N,N/A,2014-09-02 23:49:33,N/A
188997,N,N/A,2020-01-18 11:30:47,N/A
112334,N,SÃO PAULO,2017-07-16 12:45:12,BRASIL
245560,N,SÃO PAULO,2021-06-06 23:14:59,BRASIL
89824,N,MINAS GERAIS,2016-08-06 13:56:28,BRASIL
31604,N,N/A,2012-06-01 17:15:58,N/A
209739,N,N/A,2020-07-07 12:20:28,N/A
109267,N,N/A,2017-06-06 11:34:39,N/A
72054,N,N/A,2015-10-07 18:44:53,N/A
174046,M,N/A,2019-08-14 14:28:02,N/A
614,M,SÃO PAULO,2002-05-29 00:00:00,BRASIL
152388,N,N/A,2018-11-27 11:18:20,N/A
199837,N,N/A,2020-05-13 12:20:53,N/A
112540,N,PARANÁ,2017-07-18 17:19:30,BRASIL
165859,N,SÃO PAULO,2019-05-15 22:26:46,BRASIL
80710,M,SÃO PAULO,2016-03-14 18:58:02,BRASIL
247260,N,N/A,2021-06-24 19:49:38,N/A
31375,N,RIO GRANDE DO SUL,2012-05-21 19:37:48,BRASIL
255002,F,MINAS GERAIS,2021-09-25 07:51:13,BRASIL
90034,N,BAHIA,2016-08-09 17:04:31,BRASIL
158866,F,N/A,2019-02-16 16:06:40,N/A
15942,N,RIO GRANDE DO SUL,2009-10-24 10:28:36,BRASIL
118311,N,PERNAMBUCO,2017-09-29 15:44:36,BRASIL
170839,M,N/A,2019-07-11 13:28:13,N/A
200555,N,N/A,2020-05-19 14:02:11,N/A
189374,N,N/A,2020-01-22 10:36:26,N/A
224054,F,PARANÁ,2020-10-28 14:35:56,BRASIL
208726,N,N/A,2020-07-04 23:17:28,N/A
180444,M,N/A,2019-10-23 09:44:11,N/A
8452,N,BAHIA,2007-08-18 15:09:23,BRASIL
75762,N,SÃO PAULO,2015-12-17 10:32:05,BRASIL
224159,N,N/A,2020-10-29 16:31:06,N/A
136489,N,N/A,2018-05-07 20:45:45,N/A
59628,N,N/A,2015-01-07 11:51:25,N/A
80879,N,SÃO PAULO,2016-03-17 09:29:00,BRASIL
170668,M,N/A,2019-07-09 22:46:56,N/A
165400,N,DISTRITO FEDERAL,2019-05-10 19:07:14,BRASIL
15586,N,SÃO PAULO,2009-09-23 10:07:35,BRASIL
195847,N,N/A,2020-04-06 13:19:49,N/A
45507,N,PERNAMBUCO,2013-11-18 22:52:34,BRASIL
100579,N,RIO GRANDE DO SUL,2017-01-26 20:44:07,BRASIL
17926,N,SÃO PAULO,2010-04-14 07:35:52,BRASIL
255511,N,N/A,2021-10-01 05:31:41,N/A
51587,N,DISTRITO FEDERAL,2014-06-13 16:21:34,BRASIL
97401,N,PARAÍBA,2016-12-03 20:19:27,BRASIL
82160,N,N/A,2016-04-08 06:27:56,N/A
236808,N,N/A,2021-03-11 11:31:32,N/A
55187,N,SÃO PAULO,2014-09-20 17:42:06,BRASIL
218692,N,N/A,2020-09-04 20:10:18,N/A
191594,M,N/A,2020-02-15 10:22:38,N/A
156180,N,MATO GROSSO,2019-01-14 09:15:50,BRASIL
259109,N,N/A,2021-11-12 22:17:47,N/A
214738,N,MINAS GERAIS,2020-08-01 19:35:38,BRASIL
41134,N,SÃO PAULO,2013-06-18 13:53:46,BRASIL
4848,N,SÃO PAULO,2006-03-17 19:37:41,BRASIL
132891,M,N/A,2018-03-22 22:25:19,N/A
40078,N,SÃO PAULO,2013-05-08 14:32:53,BRASIL
94624,N,GOIÁS,2016-10-22 20:34:16,BRASIL
214825,N,N/A,2020-08-02 15:53:38,N/A
192309,N,N/A,2020-02-23 14:56:20,N/A
86635,N,N/A,2016-06-17 19:03:19,N/A
184753,N,N/A,2019-12-01 13:11:08,N/A
247813,N,N/A,2021-07-01 13:14:52,N/A
248819,N,N/A,2021-07-12 15:52:44,N/A
137483,F,GOIÁS,2018-05-20 10:58:52,BRASIL
78907,N,N/A,2016-02-13 22:05:30,N/A
132374,F,N/A,2018-03-15 19:04:21,N/A
184225,M,N/A,2019-11-28 21:04:49,N/A
40579,N,RIO DE JANEIRO,2013-05-28 14:27:50,BRASIL
48609,N,N/A,2014-03-10 16:27:04,N/A
163488,N,N/A,2019-04-15 22:07:22,N/A
21661,N,N/A,2011-01-02 13:20:33,N/A
58986,N,N/A,2014-12-19 11:08:41,N/A
41468,N,SÃO PAULO,2013-06-30 13:40:12,BRASIL
185109,M,N/A,2019-12-04 22:43:05,N/A
259212,N,SÃO PAULO,2021-11-14 03:35:12,BRASIL
122933,N,N/A,2017-11-24 06:19:09,N/A
263430,F,N/A,2021-12-26 20:09:24,N/A
242248,N,N/A,2021-05-03 08:35:54,N/A
147597,N,SÃO PAULO,2018-09-28 09:37:50,BRASIL
93977,N,N/A,2016-10-11 12:03:25,N/A
233592,N,N/A,2021-02-06 11:03:10,N/A
85115,N,N/A,2016-05-23 06:59:37,N/A
169511,N,N/A,2019-06-28 11:28:24,N/A
123342,N,SÃO PAULO,2017-11-28 08:45:38,BRASIL
76752,N,RORAIMA,2016-01-07 14:10:49,BRASIL
55882,N,SÃO PAULO,2014-10-07 12:04:46,BRASIL
68118,N,GOIÁS,2015-07-19 14:01:16,BRASIL
71165,N,N/A,2015-09-17 22:16:27,N/A
156486,N,SÃO PAULO,2019-01-17 11:48:04,BRASIL
27161,N,SÃO PAULO,2011-11-01 10:27:03,BRASIL
212539,N,N/A,2020-07-18 14:51:54,N/A
204121,N,N/A,2020-06-09 19:02:56,N/A
222790,M,SÃO PAULO,2020-10-14 20:10:45,BRASIL
48307,N,PARANÁ,2014-02-26 14:22:52,BRASIL
55573,N,N/A,2014-09-29 21:27:54,N/A
64119,N,PARANÁ,2015-04-24 17:47:07,BRASIL
256362,N,N/A,2021-10-11 23:13:33,N/A
203787,M,N/A,2020-06-07 11:42:52,N/A
146235,M,N/A,2018-09-11 10:37:05,N/A
192631,N,PARAÍBA,2020-02-27 14:35:56,BRASIL
242401,N,SANTA CATARINA,2021-05-04 17:58:45,BRASIL
145718,N,SÃO PAULO,2018-09-04 18:45:24,BRASIL
70662,N,PARÁ,2015-09-07 14:45:38,BRASIL
204843,M,N/A,2020-06-16 07:52:31,N/A
251210,N,N/A,2021-08-09 13:28:02,N/A
219855,M,N/A,2020-09-16 17:08:05,N/A
71513,N,SÃO PAULO,2015-09-25 14:20:26,BRASIL
212928,N,CEARÁ,2020-07-21 05:50:03,BRASIL
70831,N,N/A,2015-09-10 22:04:04,N/A
56035,N,RIO DE JANEIRO,2014-10-10 21:50:40,BRASIL
256871,N,N/A,2021-10-18 12:51:55,N/A
212429,N,N/A,2020-07-17 18:40:58,N/A
263252,N,N/A,2021-12-25 09:54:35,N/A
