cust_id-1;CUS_SEX_ID;CUS_STATE;CUS_RU_SINCE_DT
42751;N;BR-SP;2013-08-13 17:19:41
129922;N;;2018-02-15 11:43:00
10789;N;BR-AP;2008-05-30 13:59:04
69722;N;BR-SP;2015-08-18 17:31:37
20355;N;BR-PR;2010-10-02 20:48:03
70398;N;;2015-09-01 17:46:15
198382;N;;2020-04-30 13:28:44
242713;N;;2021-05-07 13:31:53
154216;M;BR-ES;2018-12-17 14:36:08
243695;N;;2021-05-17 18:42:12
139816;N;BR-SP;2018-06-21 15:15:15
98960;N;;2016-12-31 00:11:01
260632;N;;2021-11-26 18:08:47
178215;N;BR-SP;2019-09-27 20:03:19
144646;N;BR-SP;2018-08-21 13:34:18
215279;N;;2020-08-05 18:35:45
52124;N;BR-BA;2014-06-30 10:42:30
36526;N;BR-SP;2012-12-11 21:18:30
133931;N;BR-MG;2018-04-05 10:32:04
67110;N;BR-SP;2015-06-28 16:51:53
229806;N;;2020-12-26 18:15:49
180931;N;BR-SC;2019-10-28 22:22:23
54391;N;BR-RJ;2014-08-31 23:07:19
103493;N;;2017-03-16 13:08:28
224141;N;;2020-10-29 13:37:16
173505;N;BR-BA;2019-08-08 17:54:36
90509;N;;2016-08-17 20:27:38
223529;N;;2020-10-22 14:05:00
196376;N;;2020-04-11 22:11:44
200235;N;;2020-05-16 21:23:24
8639;N;BR-ES;2007-09-09 14:08:48
63047;N;BR-RJ;2015-03-30 14:14:02
126462;N;BR-BA;2018-01-06 19:14:33
126625;N;;2018-01-08 14:33:43
144815;N;BR-MG;2018-08-23 13:32:14
127000;N;;2018-01-12 15:40:57
127153;N;BR-PB;2018-01-14 08:02:42
230307;N;BR-SP;2021-01-02 18:29:19
119763;N;BR-SC;2017-10-17 22:51:45
36359;N;BR-SP;2012-12-05 05:38:28
30864;N;BR-MT;2012-04-29 12:31:26
151522;M;;2018-11-17 17:21:31
141746;N;BR-SP;2018-07-17 17:11:24
188659;N;;2020-01-14 21:33:32
23049;N;BR-SP;2011-04-03 11:44:02
8928;N;BR-SP;2007-10-14 14:36:24
209405;N;;2020-07-06 17:53:22
141536;M;BR-SP;2018-07-15 08:18:42
108645;N;;2017-05-29 08:06:33
208902;N;;2020-07-05 13:55:58
178819;N;BR-SP;2019-10-04 14:51:42
173726;N;;2019-08-10 18:49:59
80217;N;BR-SE;2016-03-06 20:15:45
159099;N;BR-MG;2019-02-19 18:22:28
54906;N;BR-PR;2014-09-13 22:11:53
200763;N;;2020-05-21 00:45:51
196170;N;;2020-04-09 13:45:52
247352;N;BR-SP;2021-06-26 00:31:27
22532;N;BR-PR;2011-03-02 12:01:21
75245;N;BR-RJ;2015-12-07 19:48:11
159711;N;;2019-02-28 05:48:23
59646;N;BR-RJ;2015-01-07 16:15:17
245635;N;;2021-06-07 17:04:12
7995;N;BR-MG;2007-06-25 14:56:11
74943;N;BR-MT;2015-12-02 18:48:29
26578;M;BR-BA;2011-10-05 10:07:53
52021;N;BR-MG;2014-06-27 09:47:26
133753;M;;2018-04-03 11:06:51
195822;N;BR-MS;2020-04-06 04:40:33
109160;N;BR-BA;2017-06-05 08:04:12
187777;M;;2020-01-06 07:14:29
252791;N;;2021-08-27 22:18:31
180842;N;BR-SP;2019-10-28 06:59:15
223355;N;;2020-10-20 21:21:33
164871;N;;2019-05-03 19:33:42
150548;M;BR-SP;2018-11-05 15:51:27
170988;N;;2019-07-12 19:23:44
236616;N;;2021-03-09 19:14:02
127982;M;BR-PE;2018-01-23 10:40:00
100593;N;BR-MT;2017-01-27 08:09:53
187688;N;;2020-01-04 22:23:57
179153;N;;2019-10-08 10:20:44
16125;M;BR-TO;2009-11-07 19:06:49
137119;N;BR-PE;2018-05-15 17:25:23
127815;N;BR-SP;2018-01-21 10:21:02
31083;N;BR-SP;2012-05-07 22:40:26
170686;F;;2019-07-10 08:59:01
208575;N;;2020-07-04 16:25:33
141385;N;BR-RN;2018-07-13 09:42:55
98100;N;BR-MG;2016-12-14 15:09:24
45941;N;BR-AL;2013-12-02 17:51:34
97894;N;;2016-12-11 15:50:29
136594;F;;2018-05-08 22:22:51
187603;N;;2020-01-04 02:32:26
17890;N;BR-RJ;2010-04-11 11:26:04
200569;N;;2020-05-19 15:34:51
208201;N;BR-AC;2020-07-03 22:42:07
178318;N;;2019-09-29 11:26:03
218377;N;;2020-09-01 22:05:19
255137;N;;2021-09-27 07:16:19
165720;M;BR-PA;2019-05-14 16:01:11
189356;N;BR-PR;2020-01-22 08:04:11
119336;N;;2017-10-12 16:26:04
150717;F;;2018-11-07 10:26:03
247747;M;;2021-06-30 16:19:34
44389;N;BR-SP;2013-10-08 15:59:18
196529;N;BR-MG;2020-04-13 14:46:35
7478;M;BR-PB;2007-04-17 20:55:55
55080;N;BR-SE;2014-09-17 19:55:45
72338;N;BR-SC;2015-10-14 02:05:30
62744;N;;2015-03-23 10:47:07
60147;N;BR-DF;2015-01-19 21:44:22
218528;N;BR-MG;2020-09-03 11:54:44
89517;N;BR-SC;2016-08-01 14:35:43
74774;N;BR-GO;2015-11-29 22:19:29
126124;N;;2018-01-03 10:00:55
44904;N;;2013-10-28 18:49:48
245134;N;;2021-06-02 06:44:51
230129;N;;2020-12-30 17:15:21
188023;F;BR-DF;2020-01-08 13:37:29
200850;N;;2020-05-21 14:29:48
90404;N;BR-RS;2016-08-16 10:55:19
28961;N;BR-SP;2012-01-27 11:57:36
2622;N;BR-SP;2005-01-31 12:49:39
228485;N;;2020-12-11 20:33:00
176736;M;;2019-09-11 13:04:44
156874;N;;2019-01-22 16:55:28
124688;N;;2017-12-14 06:32:27
243140;N;;2021-05-12 10:28:25
162419;N;BR-SC;2019-04-02 14:48:02
50047;N;BR-SP;2014-04-26 16:05:44
235174;N;;2021-02-23 09:19:06
77889;N;BR-RJ;2016-01-26 18:55:18
157589;M;BR-SP;2019-01-31 10:33:34
27847;N;;2011-12-02 18:57:15
213843;N;;2020-07-26 16:44:11
84136;N;;2016-05-09 10:50:04
99300;N;;2017-01-06 16:53:29
243053;N;BR-PI;2021-05-11 13:09:58
95265;N;BR-RS;2016-11-02 14:06:47
13331;N;BR-MS;2009-03-13 12:49:36
87736;N;BR-SP;2016-07-05 10:50:40
185392;N;;2019-12-07 21:29:50
147265;N;;2018-09-23 19:07:14
139221;N;;2018-06-14 07:51:12
229000;F;;2020-12-17 07:47:51
220700;N;;2020-09-24 18:08:28
222151;N;;2020-10-08 10:26:01
129956;N;BR-GO;2018-02-15 15:24:04
29484;N;;2012-02-24 20:21:39
240509;N;BR-SP;2021-04-15 20:55:04
220650;N;;2020-09-24 08:06:00
2401;N;BR-ES;2004-12-01 14:23:49
70538;N;BR-ES;2015-09-04 08:42:32
148748;N;;2018-10-13 05:17:16
20389;F;BR-SP;2010-10-05 19:39:00
56381;N;BR-MG;2014-10-19 21:55:11
13800;N;BR-SP;2009-04-28 14:00:36
146764;N;;2018-09-17 13:41:59
162593;M;BR-PR;2019-04-04 15:00:56
239755;N;;2021-04-09 00:56:35
250566;N;;2021-08-02 05:58:35
69317;N;BR-SP;2015-08-10 19:00:20
257766;N;;2021-10-28 21:04:46
139768;M;;2018-06-20 23:51:37
114239;N;BR-MG;2017-08-08 18:07:00
211020;M;;2020-07-11 06:46:52
221539;N;;2020-10-02 07:49:07
258468;N;;2021-11-06 12:13:06
139132;N;;2018-06-12 22:20:13
131635;N;BR-PR;2018-03-06 20:17:08
182655;N;;2019-11-15 21:29:57
249954;N;;2021-07-25 18:47:19
87527;N;;2016-07-02 10:18:14
250265;N;;2021-07-29 10:52:05
131525;M;;2018-03-05 14:37:21
34025;N;BR-PE;2012-09-07 08:47:50
258985;N;;2021-11-11 16:48:14
190480;M;;2020-02-03 11:58:17
78266;N;BR-SP;2016-02-02 14:06:15
93027;N;;2016-09-25 12:13:43
203146;N;;2020-06-02 15:11:32
190649;N;BR-RO;2020-02-05 11:49:10
124340;N;BR-SP;2017-12-10 05:24:47
149242;N;BR-SP;2018-10-18 23:06:14
198039;N;;2020-04-27 19:47:33
107042;N;BR-SP;2017-05-07 16:07:31
149249;N;BR-BA;2018-10-19 07:28:21
243552;N;;2021-05-16 15:27:00
6104;N;BR-PR;2006-10-02 13:47:23
168363;N;;2019-06-15 03:41:59
57830;N;BR-RJ;2014-11-24 20:18:19
221845;F;CALIFORNIA;2020-10-05 14:47:31
21226;N;BR-PR;2010-12-02 17:50:15
168185;M;BR-PR;2019-06-12 20:19:09
198451;N;;2020-04-30 23:49:50
249046;N;;2021-07-14 22:51:39
193887;N;;2020-03-12 15:16:00
257296;N;;2021-10-23 11:54:43
206581;N;;2020-06-29 12:31:44
263025;N;;2021-12-23 10:12:03
39673;N;;2013-04-21 20:36:18
250772;N;;2021-08-03 21:09:58
34742;M;BR-MA;2012-10-05 12:20:03
262190;M;BR-SP;2021-12-15 02:14:44
231455;M;;2021-01-15 09:29:01
221642;N;;2020-10-03 09:33:46
156977;M;BR-GO;2019-01-23 20:08:51
77393;N;;2016-01-18 17:21:32
157294;M;BR-RJ;2019-01-28 07:52:26
250059;N;;2021-07-27 09:47:36
146615;N;;2018-09-15 19:37:39
56985;N;BR-SP;2014-11-04 08:30:33
242751;N;;2021-05-07 19:40:00
186310;M;;2019-12-17 13:42:06
154190;N;BR-PA;2018-12-17 10:22:09
19880;N;BR-MT;2010-09-01 09:28:59
139601;M;;2018-06-19 08:35:21
84492;N;BR-BA;2016-05-14 10:57:30
2504;N;BR-SP;2005-01-01 11:59:17
5500;N;BR-MG;2006-07-08 11:10:44
120943;N;;2017-11-02 12:29:40
87569;N;;2016-07-02 23:54:38
220853;N;BR-SP;2020-09-25 22:25:10
193700;F;BR-PB;2020-03-10 17:53:56
56687;N;BR-BA;2014-10-27 20:20:25
129805;N;;2018-02-13 19:30:11
98491;N;BR-MG;2016-12-21 10:18:44
19706;N;BR-RJ;2010-08-21 10:36:38
234832;N;;2021-02-19 14:03:46
28787;N;BR-AC;2012-01-18 13:11:55
69527;N;BR-RJ;2015-08-14 20:07:00
131738;M;;2018-03-08 08:36:27
69756;N;;2015-08-19 13:47:40
106543;N;BR-SC;2017-04-30 15:31:01
65188;N;BR-SP;2015-05-18 15:05:53
96215;N;BR-RJ;2016-11-17 09:06:52
28362;N;BR-BA;2011-12-29 00:01:44
95603;N;BR-PR;2016-11-07 16:05:08
243250;N;BR-CE;2021-05-13 10:11:21
161918;N;;2019-03-26 22:54:31
68705;N;;2015-07-29 14:05:16
114121;N;;2017-08-07 13:56:06
33856;N;BR-MG;2012-09-01 13:03:00
39005;N;BR-RS;2013-03-26 19:54:56
235357;N;;2021-02-25 07:04:37
129782;N;;2018-02-13 14:59:25
162092;M;BR-SE;2019-03-29 11:45:01
10254;N;BR-SP;2008-03-28 21:26:45
106877;N;BR-GO;2017-05-05 09:38:46
198241;N;;2020-04-29 11:27:27
35417;N;BR-BA;2012-10-30 18:50:28
150293;N;;2018-11-01 23:26:48
134186;M;BR-SP;2018-04-09 08:02:14
224293;N;;2020-10-30 18:22:45
35595;N;BR-RJ;2012-11-06 16:55:41
102934;N;BR-RS;2017-03-07 20:29:50
253046;N;;2021-08-31 18:37:07
96718;N;;2016-11-24 10:06:26
65756;N;BR-RS;2015-05-30 19:02:57
189951;M;BR-RJ;2020-01-28 17:39:41
261195;N;;2021-12-02 19:12:52
201932;N;;2020-05-26 18:10:55
253563;N;;2021-09-07 10:21:38
161169;M;;2019-03-18 00:05:36
74163;N;BR-PE;2015-11-19 11:27:46
164783;N;;2019-05-02 21:27:34
9751;N;BR-PI;2008-01-26 18:45:20
195567;N;;2020-04-02 22:46:09
125019;N;;2017-12-18 05:33:04
65934;N;BR-PR;2015-06-03 14:49:28
160874;N;BR-SP;2019-03-14 15:50:41
83786;N;BR-PE;2016-05-03 13:48:01
125526;N;;2017-12-26 11:56:08
230562;N;;2021-01-05 17:45:50
6711;N;BR-SP;2006-12-27 16:46:52
210684;N;;2020-07-09 20:38:54
128276;N;BR-RN;2018-01-26 13:49:02
164080;N;BR-SP;2019-04-23 17:56:32
157815;N;;2019-02-03 10:40:11
1912;N;BR-PE;2004-08-03 10:51:12
66257;N;BR-SP;2015-06-10 12:09:10
46374;N;;2013-12-17 11:56:55
128587;M;;2018-01-30 10:13:36
210339;N;;2020-07-08 22:34:40
52880;N;BR-BA;2014-07-22 20:31:33
1578;N;BR-SP;2004-02-06 17:53:14
24325;N;BR-SP;2011-06-20 15:12:19
88919;N;;2016-07-23 18:29:42
236210;N;;2021-03-05 18:40:29
81649;N;BR-PB;2016-03-30 15:50:27
244176;N;;2021-05-22 18:05:38
135223;N;BR-AM;2018-04-22 11:20:03
254038;N;;2021-09-13 12:03:16
217946;N;;2020-08-28 11:39:05
253151;N;;2021-09-01 20:19:33
34900;N;BR-PA;2012-10-11 19:42:38
206917;N;;2020-06-30 16:18:46
190112;N;BR-SC;2020-01-30 10:38:39
96412;N;;2016-11-20 12:25:41
225731;N;;2020-11-15 19:47:05
239053;N;;2021-04-02 09:40:33
125695;N;;2017-12-28 10:43:45
46479;N;;2013-12-21 11:03:02
32451;N;BR-SP;2012-07-07 22:22:37
52381;N;;2014-07-08 08:55:46
143176;N;;2018-08-04 12:23:55
181812;F;;2019-11-06 23:49:02
1667;N;BR-MG;2004-03-27 08:05:31
144213;N;BR-RS;2018-08-16 11:27:54
66346;N;BR-MT;2015-06-12 09:39:07
172342;M;BR-SP;2019-07-27 15:46:37
53901;N;BR-MG;2014-08-18 11:47:23
217608;N;;2020-08-25 07:01:57
218099;N;;2020-08-30 03:12:20
73953;N;BR-SP;2015-11-15 12:14:44
171286;M;BR-SP;2019-07-16 12:14:40
195398;N;;2020-04-01 11:42:27
16622;N;BR-SP;2009-12-17 16:36:42
6291;N;BR-SP;2006-11-03 11:08:19
73527;N;BR-MG;2015-11-07 08:34:11
216903;N;;2020-08-18 23:30:23
103405;N;;2017-03-15 06:29:22
35078;N;BR-MG;2012-10-17 22:18:35
253824;N;;2021-09-10 12:12:31
46978;N;BR-RJ;2014-01-11 20:09:41
35746;N;;2012-11-10 22:21:50
9242;N;BR-ES;2007-11-19 12:56:55
91788;N;BR-SP;2016-09-05 21:45:58
92023;N;BR-BA;2016-09-09 13:28:59
239250;N;;2021-04-04 10:03:13
207795;N;BR-RJ;2020-07-03 08:17:10
142526;F;;2018-07-27 15:17:07
116943;N;;2017-09-11 23:49:04
224631;N;FLORIDA;2020-11-04 06:32:44
245867;N;;2021-06-09 20:48:46
235711;N;;2021-02-28 16:48:54
14343;N;BR-PE;2009-06-17 20:33:47
38171;N;BR-SP;2013-02-20 12:43:58
235542;N;;2021-02-26 23:24:43
52582;N;BR-RJ;2014-07-14 12:16:09
244367;N;;2021-05-25 09:41:24
81674;M;BR-DF;2016-03-30 22:15:24
15345;N;BR-MG;2009-09-05 17:40:18
172859;N;BR-ES;2019-08-01 21:33:13
101885;N;BR-BA;2017-02-16 14:19:53
32053;N;BR-SP;2012-06-20 16:32:03
10053;N;BR-PR;2008-03-03 19:28:04
81326;N;BR-MT;2016-03-24 18:55:16
102384;N;;2017-02-26 19:36:58
172237;N;;2019-07-26 09:50:25
38322;N;BR-MG;2013-02-26 12:44:11
244089;N;;2021-05-21 16:54:40
189961;M;;2020-01-28 19:12:42
61460;N;;2015-02-21 14:05:01
224897;N;BR-MG;2020-11-06 11:58:31
15011;N;BR-SP;2009-08-07 11:32:37
179408;M;;2019-10-10 22:02:45
9918;N;BR-SP;2008-02-16 18:48:00
174078;F;BR-MG;2019-08-14 19:29:22
37239;N;;2013-01-13 10:47:03
36508;N;BR-RJ;2012-12-11 05:39:21
187617;M;;2020-01-04 08:40:43
260135;N;;2021-11-23 01:11:04
90180;N;;2016-08-11 22:23:09
126522;N;BR-BA;2018-01-07 15:28:00
79929;N;BR-RJ;2016-03-02 07:21:44
236666;N;;2021-03-10 10:50:28
180824;N;;2019-10-27 19:39:23
80436;N;BR-MG;2016-03-10 08:24:44
200713;N;BR-SC;2020-05-20 16:38:45
104058;N;;2017-03-25 10:36:23
18292;N;BR-SP;2010-05-10 20:18:38
35896;N;BR-MG;2012-11-16 18:41:09
201727;N;BR-SP;2020-05-25 21:38:29
200368;N;;2020-05-18 07:42:07
200217;N;;2020-05-16 18:46:59
63093;N;BR-PA;2015-03-31 14:52:46
788;N;BR-SP;2002-09-30 00:00:00
189132;N;;2020-01-19 21:00:06
151504;N;BR-SP;2018-11-17 10:38:59
229479;M;BR-SP;2020-12-22 10:06:44
31216;N;BR-SP;2012-05-14 13:24:39
181155;N;BR-RJ;2019-10-31 08:58:30
152525;M;BR-RS;2018-11-28 22:50:42
126007;N;;2018-01-02 08:29:25
136457;N;;2018-05-07 14:03:44
215673;N;;2020-08-08 16:43:35
16285;N;BR-PA;2009-11-21 13:09:03
209552;N;BR-PR;2020-07-07 00:03:50
237349;N;;2021-03-16 16:42:36
238334;N;;2021-03-25 20:18:30
67042;N;BR-SP;2015-06-26 20:45:16
54508;N;BR-SP;2014-09-03 21:37:39
51441;N;BR-SP;2014-06-08 20:21:17
97698;N;BR-DF;2016-12-08 13:01:42
80742;N;BR-PA;2016-03-15 09:11:58
255034;N;;2021-09-25 14:21:08
44204;N;BR-SP;2013-10-02 14:47:01
54341;N;BR-SP;2014-08-30 14:56:51
31238;N;BR-ES;2012-05-15 12:06:58
200006;N;;2020-05-14 19:39:06
432;N;BR-SC;2001-10-06 00:00:00
751;M;BR-BA;2002-09-07 00:00:00
126309;N;;2018-01-05 01:49:19
8914;N;BR-MT;2007-10-12 16:25:37
165827;N;FLORIDA;2019-05-15 18:18:26
108805;N;;2017-05-30 23:01:20
17538;N;BR-SP;2010-03-14 09:12:00
236755;N;;2021-03-10 21:07:17
119276;N;BR-AM;2017-10-11 16:39:47
247459;N;;2021-06-27 14:26:05
134064;N;BR-AL;2018-04-06 23:45:42
119109;N;;2017-10-09 13:38:47
151005;N;BR-RJ;2018-11-10 18:47:44
7597;M;BR-PR;2007-05-01 20:07:31
55066;N;BR-RJ;2014-09-17 15:45:13
104321;N;;2017-03-29 12:42:07
160253;M;OHIO;2019-03-07 17:19:18
126110;N;;2018-01-03 07:45:16
281;M;BR-SC;2001-03-03 00:00:00
17958;N;;2010-04-16 11:00:45
200523;F;BR-SP;2020-05-19 09:56:15
63374;N;BR-SP;2015-04-07 16:56:14
145296;M;BR-BA;2018-08-30 00:06:45
260469;F;;2021-11-25 15:12:27
144591;N;;2018-08-20 20:19:36
238167;N;;2021-03-24 13:12:12
165738;N;BR-SP;2019-05-14 18:39:57
62584;N;BR-MG;2015-03-19 17:36:25
15673;N;BR-RJ;2009-10-02 17:05:19
22884;N;BR-GO;2011-03-24 15:21:07
188140;F;;2020-01-09 13:49:55
31065;N;;2012-05-07 09:37:03
26290;N;BR-SP;2011-09-21 18:36:57
91058;N;;2016-08-26 10:46:51
126611;N;BR-GO;2018-01-08 12:42:33
144486;M;;2018-08-19 15:36:13
151417;N;;2018-11-16 07:12:28
111843;N;BR-RO;2017-07-09 22:53:19
208338;N;BR-SP;2020-07-04 09:15:58
59596;N;BR-RO;2015-01-06 16:27:49
31407;N;BR-SP;2012-05-22 21:31:06
75730;N;BR-RS;2015-12-16 13:31:23
51288;N;BR-SP;2014-06-04 13:39:13
189342;M;;2020-01-21 21:33:17
170362;N;;2019-07-06 21:03:35
246791;N;;2021-06-20 11:14:02
82128;N;;2016-04-07 14:17:08
136608;N;BR-MG;2018-05-09 07:05:25
226566;N;;2020-11-23 20:41:38
160267;N;BR-GO;2019-03-07 20:03:27
74788;N;BR-AL;2015-11-30 09:16:19
45080;N;BR-MG;2013-11-03 20:32:04
187464;M;;2020-01-02 14:28:33
127964;N;;2018-01-23 07:13:56
159919;M;;2019-03-02 19:58:20
244974;N;;2021-05-31 13:54:49
45539;N;BR-SP;2013-11-19 21:11:08
255543;N;BR-SP;2021-10-01 14:00:56
15554;N;BR-SC;2009-09-20 18:26:31
72191;N;BR-ES;2015-10-10 19:17:48
26093;N;BR-PR;2011-09-13 20:48:42
104232;N;;2017-03-28 11:38:59
187973;F;;2020-01-07 21:21:53
261073;N;;2021-12-01 13:18:07
90697;N;BR-SP;2016-08-21 00:26:52
187827;M;;2020-01-06 16:12:45
117770;N;;2017-09-22 18:39:08
223515;N;;2020-10-22 11:40:04
247793;N;BR-SP;2021-07-01 09:24:31
165326;N;;2019-05-09 19:33:18
98223;N;;2016-12-16 17:54:23
252232;F;;2021-08-20 19:51:04
151698;F;;2018-11-20 06:02:19
165223;M;;2019-05-08 14:48:28
234579;N;;2021-02-16 21:33:30
124737;N;;2017-12-14 17:08:21
239731;N;;2021-04-08 18:44:06
29040;N;BR-SP;2012-01-31 08:33:03
10660;N;BR-CE;2008-05-12 20:56:58
249713;N;;2021-07-22 14:16:17
42455;N;;2013-08-02 20:32:14
213584;F;BR-AP;2020-07-24 18:25:20
168798;F;BR-SC;2019-06-20 11:19:13
231502;N;;2021-01-15 17:14:00
262532;F;;2021-12-18 10:54:34
220434;N;BR-BA;2020-09-22 13:50:18
221490;N;BR-PE;2020-10-01 16:59:48
140045;F;;2018-06-25 10:33:17
14109;N;BR-GO;2009-05-27 16:32:46
139140;M;BR-RJ;2018-06-13 01:28:25
64593;N;BR-SP;2015-05-05 15:03:49
258730;M;;2021-11-09 13:09:35
157636;N;;2019-01-31 20:55:14
124236;N;BR-SP;2017-12-08 16:26:29
11003;N;BR-PR;2008-06-23 13:39:52
221280;N;;2020-09-29 20:14:49
182574;M;BR-AM;2019-11-14 23:49:37
130037;N;BR-SP;2018-02-16 12:58:41
84573;N;;2016-05-15 20:16:04
182897;N;;2019-11-18 19:30:10
107400;N;;2017-05-12 09:34:25
190739;M;;2020-02-06 08:10:05
176087;N;;2019-09-04 15:13:10
129528;N;BR-SP;2018-02-09 18:27:22
70015;N;BR-RS;2015-08-24 16:25:28
13903;N;;2009-05-08 11:09:37
34282;N;BR-PR;2012-09-18 14:50:32
139871;M;;2018-06-22 09:05:08
156722;M;;2019-01-20 13:29:19
211778;N;BR-BA;2020-07-14 12:47:04
106622;N;BR-AL;2017-05-01 15:59:16
58088;N;BR-MG;2014-11-30 06:35:14
183000;M;;2019-11-19 17:33:11
29318;N;BR-SP;2012-02-15 08:19:27
162338;F;;2019-04-01 16:20:47
105566;N;BR-RJ;2017-04-15 22:08:27
206331;N;;2020-06-27 20:40:05
14054;N;BR-PB;2009-05-21 21:16:09
58298;N;BR-SP;2014-12-04 16:11:10
120894;N;;2017-11-01 18:57:33
161926;F;;2019-03-27 07:02:49
65116;N;BR-BA;2015-05-16 17:34:29
153920;N;BR-SP;2018-12-13 13:27:48
157024;F;;2019-01-24 11:42:41
42529;N;BR-SP;2013-08-05 19:01:43
92873;N;BR-RJ;2016-09-22 20:10:57
139346;N;BR-SP;2018-06-15 16:54:16
70281;N;;2015-08-30 06:12:18
47982;N;BR-SP;2014-02-15 17:10:53
153618;M;BR-PE;2018-12-09 22:04:17
146662;M;;2018-09-16 11:38:44
167608;N;BR-RJ;2019-06-06 14:01:18
106885;N;;2017-05-05 11:25:55
93083;N;;2016-09-26 09:46:31
33809;N;BR-SC;2012-08-30 03:59:02
13753;N;BR-SP;2009-04-23 19:57:05
197780;N;;2020-04-25 13:42:01
198498;N;BR-BA;2020-05-01 14:17:35
190529;M;;2020-02-03 22:30:57
28617;N;BR-SP;2012-01-10 15:14:56
57032;N;BR-SP;2014-11-04 21:06:16
20662;N;;2010-10-24 20:02:45
154445;N;BR-MG;2018-12-20 22:09:07
220603;N;;2020-09-23 19:21:46
234920;N;;2021-02-20 12:37:11
124087;N;;2017-12-07 04:02:41
47562;N;BR-RJ;2014-01-31 15:07:14
6025;N;BR-DF;2006-09-22 12:03:54
240428;M;BR-MT;2021-04-15 10:43:39
182396;M;BR-SP;2019-11-13 09:51:22
146868;M;;2018-09-18 13:12:10
70176;N;;2015-08-27 16:12:46
220393;N;;2020-09-22 07:18:38
213762;N;;2020-07-25 21:31:58
240517;N;BR-MG;2021-04-15 23:03:13
157129;N;BR-GO;2019-01-25 17:58:28
239905;N;;2021-04-10 13:45:54
95956;N;;2016-11-13 06:15:40
140022;M;BR-SP;2018-06-24 22:30:49
27711;N;BR-SC;2011-11-27 09:19:10
47256;N;BR-SP;2014-01-21 10:11:40
47765;N;BR-CE;2014-02-07 10:36:41
28210;N;;2011-12-20 01:46:45
116604;N;;2017-09-07 06:26:50
13547;N;BR-SP;2009-04-02 06:32:20
28100;N;;2011-12-14 13:18:44
34115;N;BR-SP;2012-09-11 01:42:56
228477;N;;2020-12-11 19:14:24
231708;N;;2021-01-18 09:55:21
2877;N;BR-SP;2005-03-29 19:52:33
77151;N;BR-SP;2016-01-14 09:30:48
114072;N;;2017-08-06 20:10:20
167441;N;;2019-06-04 14:15:41
240254;N;;2021-04-13 18:53:28
76964;N;BR-PR;2016-01-11 10:47:59
39425;F;;2013-04-12 13:08:13
168951;N;;2019-06-22 08:18:02
39077;N;BR-PR;2013-03-29 22:29:43
220749;N;BR-MT;2020-09-25 08:43:19
20511;N;BR-RJ;2010-10-13 17:20:52
107123;N;BR-RN;2017-05-08 16:55:33
70514;N;BR-RJ;2015-09-03 19:05:41
131476;M;;2018-03-04 21:25:46
92269;N;;2016-09-13 09:29:31
34791;N;;2012-10-07 18:07:41
121395;N;BR-AL;2017-11-07 19:46:43
175749;N;BR-ES;2019-09-01 14:40:12
129194;N;BR-SC;2018-02-06 07:25:32
211124;N;;2020-07-11 15:01:53
222102;N;;2020-10-07 20:50:41
221892;N;;2020-10-05 22:14:14
114286;N;;2017-08-09 08:06:10
20813;N;;2010-11-05 10:24:46
29565;N;BR-RJ;2012-02-28 15:02:48
34485;N;;2012-09-26 18:03:14
129550;M;;2018-02-10 07:30:01
92566;N;BR-SP;2016-09-18 13:05:38
182663;M;;2019-11-16 00:45:36
90879;N;;2016-08-23 20:25:51
97350;N;;2016-12-03 01:27:39
89472;N;;2016-07-31 17:49:38
165749;F;;2019-05-14 20:33:55
18283;N;BR-RJ;2010-05-10 11:28:20
67417;N;BR-MG;2015-07-05 14:38:14
136470;M;;2018-05-07 17:16:29
226585;N;;2020-11-24 06:56:38
45063;N;BR-MG;2013-11-03 13:05:12
159231;M;BR-MA;2019-02-21 14:30:58
72383;N;BR-SC;2015-10-14 18:50:51
44567;N;;2013-10-15 20:20:32
35879;N;BR-MG;2012-11-15 19:54:39
133716;M;;2018-04-02 21:08:50
37011;N;BR-SP;2013-01-03 02:02:27
174049;M;;2019-08-14 14:56:12
196508;N;;2020-04-13 11:48:38
7451;N;BR-SP;2007-04-13 22:25:39
145190;N;VIRGINIA;2018-08-28 15:10:47
55045;N;BR-RJ;2014-09-17 10:00:03
180807;M;;2019-10-27 15:03:15
255866;N;;2021-10-05 15:06:17
100750;N;;2017-01-29 19:50:56
255955;N;;2021-10-06 16:57:21
173246;M;;2019-08-06 08:42:11
55038;N;;2014-09-17 07:49:11
151926;M;;2018-11-22 13:56:18
199842;N;;2020-05-13 12:51:15
54689;N;BR-BA;2014-09-08 15:56:16
779;N;BR-SP;2002-09-22 00:00:00
173896;M;BR-SP;2019-08-12 23:05:38
104247;M;;2017-03-28 14:42:19
200025;N;;2020-05-14 21:27:02
117781;N;BR-SP;2017-09-22 20:26:56
51939;N;BR-SP;2014-06-24 21:27:01
36817;N;BR-MG;2012-12-23 17:30:09
15654;N;;2009-09-30 18:26:21
196199;M;MICHIGAN;2020-04-09 18:42:15
160582;N;;2019-03-11 15:37:20
90528;N;;2016-08-18 09:43:54
45578;N;;2013-11-20 18:15:34
133387;N;;2018-03-29 01:07:06
75113;N;BR-PE;2015-12-05 14:18:50
31408;N;;2012-05-22 21:59:59
142139;N;BR-MG;2018-07-22 17:58:04
159241;N;BR-MG;2019-02-21 16:45:12
